name,link,profile_photo,department,disciplines 
Holly Chen,https://www.researchgate.net/profile/Holly-Chen-7,https://i1.rgstatic.net/ii/profile.image/769140184866816-1560388718473_Q64/Holly-Chen-7.jpg,Department of Immunology,"['Cell Culture', 'Immunofluorescence', 'Immunohistochemistry']"
Hongyu Liu,https://www.researchgate.net/profile/Hongyu-Liu-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Design,"['Designing', 'Creativity and Innovation', 'Design Thinking']"
Wilton Hwang,https://www.researchgate.net/profile/Wilton-Hwang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Mathematics,"['Data Analysis', 'Applied Statistics', 'Linear Regression']"
Huiqun Zhang,https://www.researchgate.net/profile/Huiqun_Zhang3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Management Science and Information Management,[]
Liao Fei,https://www.researchgate.net/profile/Liao_Fei2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,['Automobile Engineering']
Xiaoqian Li,https://www.researchgate.net/profile/Xiaoqian_Li6,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Xiaoxiao Tang,https://www.researchgate.net/profile/Xiaoxiao-Tang-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Qingyan Cao,https://www.researchgate.net/profile/Qingyan-Cao,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,citizenship,"['Citizenship Education', 'Global Citizenship Education', 'Political Values']"
Zheng Yan,https://www.researchgate.net/profile/Zheng-Yan-26,https://i1.rgstatic.net/ii/profile.image/771038170341378-1560841233536_Q64/Zheng-Yan-26.jpg,Department of Finance,"['Econometric Modeling', 'Time Series Econometrics', 'Econometric Analysis']"
Jia-Qi Lu,https://www.researchgate.net/profile/Jia-Qi-Lu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,State Key Laboratory of Medical Genetics,[]
Han Shuting,https://www.researchgate.net/profile/Han-Shuting,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Business,[]
Jianfeng Zhu,https://www.researchgate.net/profile/Jianfeng-Zhu-9,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computing Engineering,['Biomechanical Engineering']
Yuzhuo Zhang,https://www.researchgate.net/profile/Yuzhuo-Zhang-5,https://i1.rgstatic.net/ii/profile.image/772952215810049-1561297577903_Q64/Yuzhuo-Zhang-5.jpg,Department of New Energy Science and Engineering,['Applied Physics']
Yujiao Cui,https://www.researchgate.net/profile/Yujiao-Cui,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Electrical Engineering,"['MATLAB Simulation', 'Electrical & Electronics Engineering', 'Electrical Power Engineering']"
Zhao Yun,https://www.researchgate.net/profile/Zhao_Yun5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Cancer Research Institute,[]
Yao Min,https://www.researchgate.net/profile/Yao-Min-4,https://i1.rgstatic.net/ii/profile.image/773594300813314-1561450662172_Q64/Yao-Min-4.jpg,Xiangya School of Medicine,"['Nursing', 'Clinical Nursing', 'Nursing Theory']"
Gang Zuo,https://www.researchgate.net/profile/Gang-Zuo,https://i1.rgstatic.net/ii/profile.image/773869963055104-1561516385237_Q64/Gang-Zuo.jpg,Schoil of Geoscience and Info-physics,['Tectonics']
Wei Zhang,https://www.researchgate.net/profile/Wei_Zhang267,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Mechanical Engineering,"['Mechanical Properties', 'Materials Processing', 'Mechanical Testing']"
Wang Jie,https://www.researchgate.net/profile/Wang-Jie-100,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Public Health,[]
Zhang Yuxin,https://www.researchgate.net/profile/Zhang-Yuxin-12,https://i1.rgstatic.net/ii/profile.image/774596060012547-1561689500758_Q64/Zhang-Yuxin-12.jpg,Department of English,['Literature Studies']
Yanwen Zeng,https://www.researchgate.net/profile/Yanwen_Zeng,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of English,[]
黎良慧 良慧 Leo,https://www.researchgate.net/profile/lilianghui_Leo,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Software,"['Java Programming', 'Software Development', 'Object-Oriented Programming']"
Lihong Zeng,https://www.researchgate.net/profile/Lihong-Zeng,https://i1.rgstatic.net/ii/profile.image/775654614245376-1561941879298_Q64/Lihong-Zeng.jpg,School of Nursing,"['Nursing Education', 'Nursing']"
Gebire Tseganeh,https://www.researchgate.net/profile/Gebire_Tseganeh,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Thyssen Qi,https://www.researchgate.net/profile/Thyssen_Qi,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Risk Management', 'Risk Analysis']"
Huimin Huang,https://www.researchgate.net/profile/Huimin_Huang2,https://i1.rgstatic.net/ii/profile.image/775834088534025-1561984669784_Q64/Huimin_Huang2.jpg,,['Pollen Analysis']
Bozhi Yang,https://www.researchgate.net/profile/Bozhi-Yang-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Longping branch,"['Plant Breeding', 'Agriculture', 'Plant Biology']"
Ning Liu,https://www.researchgate.net/profile/Ning-Liu-76,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computing Engineering,"['Machine Learning', 'Classification', 'Neural Networks and Artificial Intelligence']"
Liu Haojun,https://www.researchgate.net/profile/Liu_Haojun2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Software,"['C++', 'Java Programming', 'Web Development']"
Ziqi Yang,https://www.researchgate.net/profile/Ziqi_Yang17,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Software,['Machine Learning']
Siyun Li,https://www.researchgate.net/profile/Siyun_Li4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,"['Materials', 'Mechanical Properties', 'Microstructure']"
Zhoutai Zhoutai,https://www.researchgate.net/profile/Zhoutai_Zhoutai,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,['Astronomy & Astrophysics']
Yifan Song,https://www.researchgate.net/profile/Yifan-Song-18,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Minerals Processing and Bioengineering,[]
Xianxian Zhang,https://www.researchgate.net/profile/Xianxian-Zhang-2,https://i1.rgstatic.net/ii/profile.image/777594769260545-1562404448896_Q64/Xianxian-Zhang-2.jpg,School of Traffic and Transportation Engineering,"['Transportation', 'Transport Management', 'Transport Planning']"
Hsiau-Tien Lee,https://www.researchgate.net/profile/Hsiau-Tien-Lee,https://i1.rgstatic.net/ii/profile.image/777691628331009-1562427541294_Q64/Hsiau-Tien-Lee.jpg,Department of Intelligence Science and Technology,"['Machine Learning', 'Classification', 'Neural Networks and Artificial Intelligence']"
Huang qing Xia,https://www.researchgate.net/profile/Huang-Xia-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Center of Experimental Medicine,[]
Xudong Liu,https://www.researchgate.net/profile/Xudong-Liu-21,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Center of Intelligent System and Software,[]
Mo Donglin,https://www.researchgate.net/profile/Mo_Donglin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geographic Information System,"['Digital Mapping', 'Satellite Image Analysis', 'Mapping']"
Jianqiao Liu,https://www.researchgate.net/profile/Jianqiao-Liu-3,https://i1.rgstatic.net/ii/profile.image/778658251825168-1562658002556_Q64/Jianqiao-Liu-3.jpg,Department of Automobile Engineering,"['CAD', 'Design Engineering', 'Engineering Drawing']"
Xingyu Pan,https://www.researchgate.net/profile/Xingyu-Pan-6,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Chinese Language and Literature,"['Communication', 'Mass Communication']"
Linbo Huang,https://www.researchgate.net/profile/Linbo-Huang-2,https://i1.rgstatic.net/ii/profile.image/778957221789696-1562729282346_Q64/Linbo-Huang-2.jpg,School of Minerals Processing and Bioengineering,['Mineral Processing']
Zhang Chenxi,https://www.researchgate.net/profile/Zhang-Chenxi-2,https://i1.rgstatic.net/ii/profile.image/779156761612289-1562776856191_Q64/Zhang-Chenxi-2.jpg,Department of Business Administration,"['Accounting', 'Financial Accounting', 'Management Accounting']"
Wujie Chen,https://www.researchgate.net/profile/Wujie-Chen-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Chemistry Engineering,[]
Hongtai Shen,https://www.researchgate.net/profile/Hongtai_Shen,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,"['Material Characterization', 'Advanced Materials']"
Jing Ou,https://www.researchgate.net/profile/Jing-Ou-4,https://i1.rgstatic.net/ii/profile.image/853699039600641-1580549120491_Q64/Jing-Ou-4.jpg,,[]
Yong Zhao,https://www.researchgate.net/profile/Yong-Zhao-45,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,['Machine Learning']
Huang Jinge,https://www.researchgate.net/profile/Huang-Jinge,https://i1.rgstatic.net/ii/profile.image/780887780233220-1563189563902_Q64/Huang-Jinge.jpg,Department of Computing Engineering,['C++']
Yu Yang,https://www.researchgate.net/profile/Yu-Yang-148,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Key Laboratory of Nonferrous Metal Materials Science and Engineering,[]
Sihui Ma,https://www.researchgate.net/profile/Sihui-Ma-3,https://i1.rgstatic.net/ii/profile.image/780917694013442-1563196695545_Q64/Sihui-Ma-3.jpg,,"['Operations Management', 'Optimization', 'Production/Operations Management']"
Cao Meng Meng,https://www.researchgate.net/profile/Cao-Meng-4,https://i1.rgstatic.net/ii/profile.image/781118135599105-1563244484319_Q64/Cao-Meng-4.jpg,School of Public Health,"['Gel Electrophoresis', 'DNA', 'PCR']"
Ziang Jiang,https://www.researchgate.net/profile/Ziang-Jiang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Management Science and Information Management,"['Materials', 'Material Characteristics', 'Materials Processing']"
Yong Zhang,https://www.researchgate.net/profile/Yong_Zhang58,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Transportation Planning', 'Transportation', 'Transport Management']"
Yueqi Cao,https://www.researchgate.net/profile/Yueqi-Cao,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Translation']
Vladimir Chan,https://www.researchgate.net/profile/Vladimir_Chan,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Jn Jiang,https://www.researchgate.net/profile/Jn-Jiang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,"['Structural Analysis', 'Civil Engineering Materials']"
Mengzhen Ren,https://www.researchgate.net/profile/Mengzhen-Ren,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Mathematics and Software,"['Statistical Analysis', 'Data Analysis', 'Statistical Modeling']"
Ruyi Shi,https://www.researchgate.net/profile/Ruyi_Shi2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Java Programming']
Liu hong Lu,https://www.researchgate.net/profile/Liu_Lu20,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Nan Xia,https://www.researchgate.net/profile/Nan_Xia4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Public Health,[]
Juan Wang,https://www.researchgate.net/profile/Juan_Wang38,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Transportation', 'Mobility', 'Urban Planning']"
Qcsu.Edu.Cn Ch,https://www.researchgate.net/profile/Qcsueducn-Ch,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,自动化学院,[]
Ning Wang,https://www.researchgate.net/profile/Ning_Wang103,https://i1.rgstatic.net/ii/profile.image/785894575448065-1564383276197_Q64/Ning_Wang103.jpg,,['Transportation Planning']
Qun Wang,https://www.researchgate.net/profile/Qun_Wang19,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,学生,[]
Tao Yang,https://www.researchgate.net/profile/Tao-Yang-112,https://i1.rgstatic.net/ii/profile.image/786357169442816-1564493567497_Q64/Tao-Yang-112.jpg,,"['Machine Learning', 'Neural Networks and Artificial Intelligence']"
Ruan Kangfu,https://www.researchgate.net/profile/Ruan-Kangfu,https://i1.rgstatic.net/ii/profile.image/786613416247298-1564554661377_Q64/Ruan-Kangfu.jpg,Department of Chemistry Engineering,"['Electroanalytical Chemistry', 'Electrochemical Analysis', 'Surface Electrochemistry']"
Xie Fengwei,https://www.researchgate.net/profile/Xie-Fengwei,https://i1.rgstatic.net/ii/profile.image/787100429451265-1564670774825_Q64/Xie-Fengwei.jpg,Department of Powdery Materials Science and Engineering,[]
Tan Kaiming,https://www.researchgate.net/profile/Tan-Kaiming,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Institute of Chemistry and Chemical Engineering,['Production']
Sanusi Ibrahim,https://www.researchgate.net/profile/Sanusi-Ibrahim-2,https://i1.rgstatic.net/ii/profile.image/787292088201216-1564716469212_Q64/Sanusi-Ibrahim-2.jpg,School of Traffic and Transportation Engineering,"['Operations Management', 'Transportation Management', 'Transportation Modeling']"
Jingru Liu,https://www.researchgate.net/profile/Jingru-Liu-5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Design,[]
Song Bj,https://www.researchgate.net/profile/Song_Bj,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Center of Intelligent System and Software,"['C++', 'Machine Learning']"
Yanshan Zhu,https://www.researchgate.net/profile/Yanshan_Zhu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,湘雅二医院,"['Psoriasis', 'Clinical Dermatology']"
Huang Feifan,https://www.researchgate.net/profile/Huang_Feifan2,https://i1.rgstatic.net/ii/profile.image/1098189293789185-1638840139495_Q64/Huang_Feifan2.jpg,,[]
Hiu Gyu,https://www.researchgate.net/profile/Hiu_Gyu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Junxuehe He,https://www.researchgate.net/profile/Junxuehe_He,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,[]
Ming Zheng,https://www.researchgate.net/profile/Ming-Zheng-18,https://i1.rgstatic.net/ii/profile.image/891325180280832-1589519891267_Q64/Ming-Zheng-18.jpg,Department of Epidemiology and Biostatistic,"['Data Analysis', 'Statistical Modeling', 'Statistical Analysis']"
Ff Fdd,https://www.researchgate.net/profile/Ff-Fdd,https://i1.rgstatic.net/ii/profile.image/789457523470339-1565232749964_Q64/Ff-Fdd.jpg,Cell Transplant and Gene Therapy Institute,['Marketing Management']
Li Jianwu,https://www.researchgate.net/profile/Li-Jianwu-3,https://i1.rgstatic.net/ii/profile.image/789560669786112-1565257341019_Q64/Li-Jianwu-3.jpg,School of Resources and Safety Engineering,"['Soil Mechanics', 'Rock Mechanics', 'Slope Stability']"
Yating Yang,https://www.researchgate.net/profile/Yating-Yang-10,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Economy and Trade,[]
Rui Wang,https://www.researchgate.net/profile/Rui_Wang189,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,"Department of Hepatobiliary Surgery, Haikou People's Hospital /Affiliated Haikou  Hospital of Xiangya Medical College",[]
Su wei Hua,https://www.researchgate.net/profile/Su-Hua-3,https://i1.rgstatic.net/ii/profile.image/791242204016640-1565658250312_Q64/Su-Hua-3.jpg,Department of Accounting,['Biomedical Signal Processing']
Yong Zou,https://www.researchgate.net/profile/Yong-Zou-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Hong Junkun,https://www.researchgate.net/profile/Hong-Junkun,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computing Engineering,"['Signal, Image and Video Processing']"
Xiaohang Fu,https://www.researchgate.net/profile/Xiaohang_Fu3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Chemistry Engineering,[]
Wenbin Fang,https://www.researchgate.net/profile/Wenbin-Fang,https://i1.rgstatic.net/ii/profile.image/790945301798912-1565587463694_Q64/Wenbin-Fang.jpg,Department of Civil Engineering and Management,"['Structural Analysis', 'Construction Engineering', 'Structural Dynamics']"
Alex Lee,https://www.researchgate.net/profile/Alex-Lee-61,https://i1.rgstatic.net/ii/profile.image/791729242374147-1565774369785_Q64/Alex-Lee-61.jpg,Department of Applied Chemistry,"['Cyclic Voltammetry', 'Nanomaterials', 'Electrochemical Analysis']"
Xiong Yilin,https://www.researchgate.net/profile/Xiong-Yilin,https://i1.rgstatic.net/ii/profile.image/792411072651266-1565936930153_Q64/Xiong-Yilin.jpg,Department of Applied Mathematics,"['Statistical Analysis', 'Data Analysis']"
Guohong Yang,https://www.researchgate.net/profile/Guohong_Yang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geographic Information System,['Geoinformation']
Yalun Cheng,https://www.researchgate.net/profile/Yalun-Cheng,https://i1.rgstatic.net/ii/profile.image/793200788779008-1566125213086_Q64/Yalun-Cheng.jpg,,"['Western Blot Analysis', 'PCR', 'SDS-PAGE']"
Sun sheng Sheng,https://www.researchgate.net/profile/Sun-Sheng-2,https://i1.rgstatic.net/ii/profile.image/793842668281857-1566278249874_Q64/Sun-Sheng-2.jpg,,"['Deep Learning', 'Machine Learning', 'Computer Vision']"
Yemin Hu,https://www.researchgate.net/profile/Yemin-Hu-3,https://i1.rgstatic.net/ii/profile.image/793928827666432-1566298791068_Q64/Yemin-Hu-3.jpg,School of Resources and Safety Engineering,"['Machine Learning', 'Machine Vision', 'Mining Safety']"
Chen Tan,https://www.researchgate.net/profile/Chen-Tan-10,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Institute of Reproduction and Stem Cell Engneering,[]
Rong Hu,https://www.researchgate.net/profile/Rong_Hu15,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of computer science and technology,[]
Xiaokai Shen,https://www.researchgate.net/profile/Xiaokai_Shen,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,department of clinical psychology,"['Neurological Diseases', 'Clinical Neurology', 'Neurophysiology']"
Yl Wang,https://www.researchgate.net/profile/Yl-Wang-5,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Neural Networks and Artificial Intelligence', 'Machine Learning']"
Zou Hao,https://www.researchgate.net/profile/Zou-Hao-2,https://i1.rgstatic.net/ii/profile.image/796021382709251-1566797695927_Q64/Zou-Hao-2.jpg,Department of Computer Science,"['Machine Learning', 'Data Mining and Knowledge Discovery']"
Zhexi Wen,https://www.researchgate.net/profile/Zhexi-Wen,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Renewable Energy,[]
Gan Tongwen,https://www.researchgate.net/profile/Gan-Tongwen,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,[]
Yong Xu,https://www.researchgate.net/profile/Yong-Xu-46,https://i1.rgstatic.net/ii/profile.image/796922235351047-1567012475619_Q64/Yong-Xu-46.jpg,Department of Electronic and Information Engineering,"['Machine Learning', 'Pattern Recognition', 'Computer Vision']"
Wen Tu,https://www.researchgate.net/profile/Wen-Tu-3,https://i1.rgstatic.net/ii/profile.image/797060299243521-1567045392829_Q64/Wen-Tu-3.jpg,School of Public Administration,"['Sociology', 'Cultural Studies']"
Lu Wang,https://www.researchgate.net/profile/Lu-Wang-176,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Bridge Engineering,['Structural Analysis']
Yifeng Zeng,https://www.researchgate.net/profile/Yifeng-Zeng-3,https://i1.rgstatic.net/ii/profile.image/797883079073792-1567241558438_Q64/Yifeng-Zeng-3.jpg,Department of Computing Engineering,['Digital Image Processing']
晓霞 潘潘,https://www.researchgate.net/profile/xiaoxia_panpan,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,"['Social Network Analysis', 'Web Science', 'Social Computing']"
Chen Shang Hao,https://www.researchgate.net/profile/Chen_Shang_Hao,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Materials', 'Nanomaterials', 'Material Characteristics']"
Jinghan Chen,https://www.researchgate.net/profile/Jinghan_Chen6,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Powder Metallurgy Research Institute,[]
Zhenpeng Liu,https://www.researchgate.net/profile/Zhenpeng_Liu2,https://i1.rgstatic.net/ii/profile.image/798890144051202-1567481661711_Q64/Zhenpeng_Liu2.jpg,,[]
Sulaiman Jafar,https://www.researchgate.net/profile/Sulaiman_Jafar,https://i1.rgstatic.net/ii/profile.image/798967340232715-1567500066904_Q64/Sulaiman_Jafar.jpg,traff,['Traffic Engineering']
Jiangxue Zhu,https://www.researchgate.net/profile/Jiangxue_Zhu,https://i1.rgstatic.net/ii/profile.image/798971370942468-1567501027954_Q64/Jiangxue_Zhu.jpg,Department of Art Theory,[]
Qun Hui Wei,https://www.researchgate.net/profile/Qun-Hui-Wei,https://i1.rgstatic.net/ii/profile.image/799238971723776-1567564828391_Q64/Qun-Hui-Wei.jpg,Department of Genetics,"['Cell Culture', 'Western Blot Analysis', 'DNA Extraction']"
Zhiyu Lei,https://www.researchgate.net/profile/Zhiyu_Lei,https://i1.rgstatic.net/ii/profile.image/799264536010754-1567570923679_Q64/Zhiyu_Lei.jpg,Department of Radio and Television Journalism,"['Qualitative Analysis', 'Research Methodology', 'Sociology']"
Chen Chuhang,https://www.researchgate.net/profile/Chen-Chuhang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Microelectronic Manufacturing Engineering,[]
Jichuan Wang,https://www.researchgate.net/profile/Jichuan_Wang4,https://i1.rgstatic.net/ii/profile.image/799436984823808-1567612038324_Q64/Jichuan_Wang4.jpg,XiangYa School of Public Health,['Nutrition']
Lifang Liao,https://www.researchgate.net/profile/Lifang_Liao2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Management,"['Management', 'Leadership']"
Yu Yibo,https://www.researchgate.net/profile/Yu-Yibo,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Resources and Safety Engineering,[]
Meng Shi,https://www.researchgate.net/profile/Meng-Shi-17,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Hu Wanshan,https://www.researchgate.net/profile/Hu_Wanshan3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Cancer Research Institute,"['Cancer Biology', 'PCR']"
Lu Miao,https://www.researchgate.net/profile/Lu-Miao-8,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Survey Engineering and Geomatics,"['Satellite Image Analysis', 'Geomatics', 'Digital Terrain Analysis']"
Lee Hao,https://www.researchgate.net/profile/Lee_Hao3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,[]
Yu Zhang,https://www.researchgate.net/profile/Yu-Zhang-547,https://i1.rgstatic.net/ii/profile.image/800731707752453-1567920724389_Q64/Yu-Zhang-547.jpg,School of Metallurgical Science and Engineering,['DFT Calculations']
Li Yu,https://www.researchgate.net/profile/Li_Yu62,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Xiangya International Academy of Translational Medicine,['PCR']
林筱壹 Lin,https://www.researchgate.net/profile/linxiaoyi_Lin,https://i1.rgstatic.net/ii/profile.image/801160675999744-1568022998078_Q64/linxiaoyi_Lin.jpg,Department of Physics,['Econometric Analysis']
Wang jian Zhu,https://www.researchgate.net/profile/Wang-Zhu-9,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Road Engineering,[]
Rashid Akhmetzianov,https://www.researchgate.net/profile/Rashid-Akhmetzianov,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,[]
Yu Wang,https://www.researchgate.net/profile/Yu_Wang355,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Xiangya School of Medicine,['Reproductive Medicine']
Yun Li,https://www.researchgate.net/profile/Yun-Li-82,https://i1.rgstatic.net/ii/profile.image/803411041722368-1568559527188_Q64/Yun-Li-82.jpg,School of Metallurgy and Environment,"['Extraction and Processing Industry', 'Mineral Processing', 'Processing Engineering']"
Jianan Cao,https://www.researchgate.net/profile/Jianan-Cao-3,https://i1.rgstatic.net/ii/profile.image/803593397469184-1568603004710_Q64/Jianan-Cao-3.jpg,Department of Chemistry Engineering,"['Synthesis', 'Organic Synthesis', 'Synthetic Chemistry']"
Yafeng Chen,https://www.researchgate.net/profile/Yafeng-Chen-3,https://i1.rgstatic.net/ii/profile.image/803716009574400-1568632237776_Q64/Yafeng-Chen-3.jpg,Center of Intelligent System and Software,"['Mechanical Properties', 'Mechanical Testing']"
Li Wanli,https://www.researchgate.net/profile/Li-Wanli-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,geology,['Field Geology']
Shanlin Wang,https://www.researchgate.net/profile/Shanlin_Wang3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Fangfang Li,https://www.researchgate.net/profile/Fangfang-Li,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,[]
Franccy Acutvr,https://www.researchgate.net/profile/Franccy-Acutvr,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Bridge Engineering,"['Structural Analysis', 'Construction Engineering', 'Structural Dynamics']"
Mia Zeng,https://www.researchgate.net/profile/Mia_Zeng,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Cancer Research Institute,"['Head and Neck Surgery', 'ENT', 'Rhinology']"
Lu Zhengmei,https://www.researchgate.net/profile/Lu_Zhengmei,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Li Xiaofei,https://www.researchgate.net/profile/Li_Xiaofei4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,['Governance']
Cheng Zequn,https://www.researchgate.net/profile/Cheng_Zequn,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,[]
